a1.data.gz,0.89883586421565,0.904641769052557,304.4526463
a2.data.gz,0.92242699394991,0.924898867127888,607.22963
a3.data.gz,0.938654515822145,0.940004324433271,887.357139
aggregation.data.gz,0.56554441952953,0.65733408302909,198.5903469
atom.data.gz,1,1,188.531321
chainlink.data.gz,1,1,193.7974385
compound.data.gz,0.541257173663871,0.648596088418236,28.7185303
cross.data.gz,0.463351540403616,0.62364164762008,375.2039276
d31.data.gz,0.899570181045957,0.903197184637773,267.2211041
dense.data.gz,0.960200080403878,0.980004059577927,26.855285
engytime.data.gz,0.812417278543569,0.906475361890197,540.2573396
flame.data.gz,1,1,26.7461951
fuzzyx.data.gz,0.340145739043006,0.523631442554887,341.8299812
hepta.data.gz,1,1,26.8031755
iris.data.gz,0.885792100198963,0.923434163272061,334.3912786
iris5.data.gz,0.593773465026281,0.763541981596539,26.7463367
jain.data.gz,1,1,333.1519721
line.data.gz,1,1,27.2898535
lsun.data.gz,1,1,154.5944321
parabolic.data.gz,0.813418507363336,0.90704698391206,189.7143771
pathbased.data.gz,0.613272308050801,0.751088497419812,27.8185141
r15.data.gz,0.985650095985955,0.986584668833494,336.0490928
ring.data.gz,1,1,189.0927359
s1.data.gz,0.987993465874293,0.988793343809604,483.1261162
s2.data.gz,0.915229034538748,0.920886855009393,439.521474
s3.data.gz,0.665104198267615,0.689895070064636,431.407516
s4.data.gz,0.590911069740441,0.620276705705524,443.9282737
Set1.data.gz,1,1,186.8860249
Set2.data.gz,1,1,218.0267533
Set3.data.gz,0.367936856362584,0.514289002694314,191.5064613
smile.data.gz,1,1,190.687819
spiral.data.gz,1,1,155.1443158
square.data.gz,1,1,195.797441
target.data.gz,0.429111481622092,0.649353848942389,187.2814091
tetra.data.gz,1,1,29.1718206
twodiamonds.data.gz,0.975125122351754,0.987547970762765,345.2169405
twosplashes.data.gz,0.502854020100503,0.750804020100503,28.6102947
unbalance.data.gz,0.623750737529922,0.729922646159503,861.9524413
wingnut.data.gz,1,1,193.6692936
x1.data.gz,1,1,25.9632259
x2.data.gz,0.688287234237034,0.795185514456828,330.9296472
x3.data.gz,0.496713148093008,0.671337184820516,26.9195291
z1.data.gz,0.394419784400761,0.611621824687607,332.3797333
z2.data.gz,0.632896042725747,0.763692815579215,188.9810487
z3.data.gz,0.664112252140108,0.772664124422627,192.4433767
zigzag.data.gz,1,1,27.493617
