"a1.data.gz","0.89883586421565","0.904641769052557","252.5661504"
"a2.data.gz","0.92242699394991","0.924898867127888","533.043602"
"a3.data.gz","0.938654515822145","0.940004324433271","795.9365216"
"aggregation.data.gz","0.56554441952953","0.65733408302909","191.5151648"
"atom.data.gz","1","1","197.6415766"
"chainlink.data.gz","1","1","198.8360185"
"compound.data.gz","0.541257173663871","0.648596088418236","183.3350595"
"cross.data.gz","0.463351540403616","0.62364164762008","238.681181"
"d31.data.gz","0.899570181045957","0.903197184637773","286.2162823"
"dense.data.gz","0.960200080403878","0.980004059577927","27.9638914"
"engytime.data.gz","0.812417278543569","0.906475361890197","531.274506"
"flame.data.gz","1","1","27.9498087"
"fuzzyx.data.gz","0.340145739043006","0.523631442554887","169.5091976"
"hepta.data.gz","1","1","27.9950235"
"iris.data.gz","0.885792100198963","0.923434163272061","329.9196165"
"iris5.data.gz","0.593773465026281","0.763541981596539","26.8666705"
"jain.data.gz","1","1","332.5381467"
"line.data.gz","1","1","28.8712868"
"lsun.data.gz","1","1","334.3113538"
"parabolic.data.gz","0.813418507363336","0.90704698391206","193.6822416"
"pathbased.data.gz","0.613272308050801","0.751088497419812","28.3440245"
"r15.data.gz","0.985650095985955","0.986584668833494","337.4752102"
"ring.data.gz","1","1","196.6810065"
"s1.data.gz","0.987993465874293","0.988793343809604","499.4615229"
"s2.data.gz","0.915229034538748","0.920886855009393","450.1222004"
"s3.data.gz","0.665104198267615","0.689895070064636","438.7384325"
"s4.data.gz","0.590911069740441","0.620276705705524","448.0545856"
"Set1.data.gz","1","1","190.5343497"
"Set2.data.gz","1","1","237.9678142"
"Set3.data.gz","0.367936856362584","0.514289002694314","192.7979039"
"smile.data.gz","1","1","199.5872315"
"spiral.data.gz","1","1","28.8039614"
"square.data.gz","1","1","347.2743577"
"target.data.gz","0.429111481622092","0.649353848942389","195.0928111"
"tetra.data.gz","1","1","29.6940686"
"twodiamonds.data.gz","0.975125122351754","0.987547970762765","161.9054087"
"twosplashes.data.gz","0.502854020100503","0.750804020100503","33.2632259"
"unbalance.data.gz","0.623750737529922","0.729922646159503","936.2239502"
"wingnut.data.gz","1","1","41.8676928"
"x1.data.gz","1","1","26.5767693"
"x2.data.gz","0.688287234237034","0.795185514456828","333.9290027"
"x3.data.gz","0.496713148093008","0.671337184820516","27.8925156"
"z1.data.gz","0.380528398688467","0.607499584813939","331.2151026"
"z2.data.gz","0.632896042725747","0.763692815579215","195.6462849"
"z3.data.gz","0.664112252140108","0.772664124422627","193.9320038"
"zigzag.data.gz","1","1","28.4563745"
